ID,AR_G,AR_I,AR_J0378,AR_J0395,AR_J0410,AR_J0430,AR_J0515,AR_J0660,AR_J0861,AR_R,AR_U,AR_Z,CHI2NU,Field_ID,MAG_G,MAG_I,MAG_J0378,MAG_J0395,MAG_J0410,MAG_J0430,MAG_J0515,MAG_J0660,MAG_J0861,MAG_R,MAG_U,MAG_Z,PA_G,PA_I,PA_J0378,PA_J0395,PA_J0410,PA_J0430,PA_J0515,PA_J0660,PA_J0861,PA_R,PA_U,PA_Z,RE_G,RE_I,RE_J0378,RE_J0395,RE_J0410,RE_J0430,RE_J0515,RE_J0660,RE_J0861,RE_R,RE_U,RE_Z,XC_G,XC_I,XC_J0378,XC_J0395,XC_J0410,XC_J0430,XC_J0515,XC_J0660,XC_J0861,XC_R,XC_U,XC_Z,YC_G,YC_I,YC_J0378,YC_J0395,YC_J0410,YC_J0430,YC_J0515,YC_J0660,YC_J0861,YC_R,YC_U,YC_Z,dec,e_AR_G,e_AR_I,e_AR_J0378,e_AR_J0395,e_AR_J0410,e_AR_J0430,e_AR_J0515,e_AR_J0660,e_AR_J0861,e_AR_R,e_AR_U,e_AR_Z,e_MAG_G,e_MAG_I,e_MAG_J0378,e_MAG_J0395,e_MAG_J0410,e_MAG_J0430,e_MAG_J0515,e_MAG_J0660,e_MAG_J0861,e_MAG_R,e_MAG_U,e_MAG_Z,e_PA_G,e_PA_I,e_PA_J0378,e_PA_J0395,e_PA_J0410,e_PA_J0430,e_PA_J0515,e_PA_J0660,e_PA_J0861,e_PA_R,e_PA_U,e_PA_Z,e_RE_G,e_RE_I,e_RE_J0378,e_RE_J0395,e_RE_J0410,e_RE_J0430,e_RE_J0515,e_RE_J0660,e_RE_J0861,e_RE_R,e_RE_U,e_RE_Z,e_XC_G,e_XC_I,e_XC_J0378,e_XC_J0395,e_XC_J0410,e_XC_J0430,e_XC_J0515,e_XC_J0660,e_XC_J0861,e_XC_R,e_XC_U,e_XC_Z,e_YC_G,e_YC_I,e_YC_J0378,e_YC_J0395,e_YC_J0410,e_YC_J0430,e_YC_J0515,e_YC_J0660,e_YC_J0861,e_YC_R,e_YC_U,e_YC_Z,e_n_G,e_n_I,e_n_J0378,e_n_J0395,e_n_J0410,e_n_J0430,e_n_J0515,e_n_J0660,e_n_J0861,e_n_R,e_n_U,e_n_Z,ellipticity_det,elongation_det,err_mag_auto_g,err_mag_auto_i,err_mag_auto_j0378,err_mag_auto_j0395,err_mag_auto_j0410,err_mag_auto_j0430,err_mag_auto_j0515,err_mag_auto_j0660,err_mag_auto_j0861,err_mag_auto_r,err_mag_auto_u,err_mag_auto_z,field,flux_radius_as_50_det,flux_radius_as_90_det,input_DEC,input_RA,mag_auto_g,mag_auto_i,mag_auto_j0378,mag_auto_j0395,mag_auto_j0410,mag_auto_j0430,mag_auto_j0515,mag_auto_j0660,mag_auto_j0861,mag_auto_r,mag_auto_u,mag_auto_z,n_G,n_I,n_J0378,n_J0395,n_J0410,n_J0430,n_J0515,n_J0660,n_J0861,n_R,n_U,n_Z,ra,redshift,sep_arcsec,theta_det,x_pixel_det,y_pixel_det,label
DR4_3_STRIPE82-0139_0021709,0.8908,0.7852,0.9261,0.92,0.9144,0.9073,0.8771,0.8239,0.7521,0.8367,0.9345,0.7442,1.314,8525_5775_STRIPE82-0139,16.7177,15.357,18.2091,18.5115,17.7032,17.4412,16.3828,15.7083,15.1023,15.8204,18.7374,15.0596,-25.8762,-26.1637,-25.7802,-25.7969,-25.8119,-25.8313,-25.9136,-26.0584,-26.2538,-26.0236,-25.7574,-26.2753,7.9809,9.2975,7.5415,7.6176,7.6866,7.7753,8.152,8.8155,9.71,8.656,7.4366,9.8086,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,410.3956,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,304.9219,-0.6534600875522146,0.0133,0.005,0.0178,0.017,0.0163,0.0154,0.0115,0.0058,0.0079,0.0069,0.0189,0.0088,0.0522,0.0206,0.1109,0.1714,0.0992,0.0826,0.0484,0.0212,0.0284,0.0246,0.1159,0.03,3.5305,1.076,4.5917,4.4064,4.239,4.0244,3.1247,1.6647,1.4471,1.9868,4.8475,1.623,0.6514,0.3393,0.9158,0.8693,0.8274,0.7739,0.5524,0.2572,0.5531,0.3019,0.9801,0.6097,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.2605,0.1246,0.3634,0.3454,0.3291,0.3082,0.2218,0.1017,0.2057,0.1217,0.3884,0.2275,0.09821439,1.108911,0.03317996,0.011151251,0.17264701,0.2707727,0.12589002,0.10442637,0.055132214,0.011712665,0.01729903,0.011643049,0.12107054,0.012040893,STRIPE82-0139,5.4099827,13.325032,-0.653493691,336.840063552,17.023956,15.694373,18.435366,18.537468,17.678959,17.51661,16.727955,16.007284,15.442322,16.136583,18.555815,15.432439,5.1071,5.8206,4.8689,4.9102,4.9476,4.9956,5.1998,5.5593,6.0442,5.4729,4.8121,6.0976,336.84004711792096,0.0566796,0.1346628843808555,-89.58343,8660.434,5804.973,0
DR4_3_STRIPE82-0139_0020786,0.5786,0.5656,0.583,0.5822,0.5816,0.5807,0.5769,0.5704,0.5615,0.5719,0.584,0.5605,1.314,8525_5775_STRIPE82-0139,17.7844,16.7456,19.0236,18.6256,19.7792,18.5119,17.5655,17.0215,16.6199,17.0861,19.7071,16.584,72.0758,66.6375,73.891,73.5764,73.2915,72.9251,71.3689,68.6285,64.9334,69.2873,74.324,64.5263,5.5221,3.8077,6.0943,5.9951,5.9053,5.7898,5.2993,4.4354,3.2705,4.643,6.2308,3.1422,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,153.8918,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,198.1282,-0.6697820767436552,0.0264,0.0115,0.0362,0.0344,0.0329,0.0309,0.0227,0.0109,0.0186,0.0131,0.0385,0.0206,0.0737,0.0358,0.1558,0.1532,0.3882,0.1323,0.0798,0.0455,0.0501,0.0503,0.1778,0.0558,2.9152,1.2349,3.9819,3.7948,3.6259,3.4099,2.5128,1.2067,1.9975,1.4491,4.2405,2.2152,0.7509,0.2314,0.9791,0.9392,0.9032,0.8571,0.6637,0.3513,0.3179,0.4198,1.0341,0.3565,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.9448,0.3977,1.2578,1.2028,1.1532,1.0898,0.8273,0.4423,0.5818,0.5166,1.3339,0.6408,0.3217041,1.4742827,0.07539171,0.027059723,0.17859948,0.42159432,1.3518178,0.284759,0.11541968,0.024035871,0.040045902,0.025243849,0.34296703,0.028471287,STRIPE82-0139,3.4985573,9.636841,-0.669794518,336.879230658,18.161255,16.92944,18.784737,19.335331,20.585577,18.93163,17.859415,17.104944,16.700539,17.223448,20.00516,16.651733,6.7715,6.0217,7.0218,6.9785,6.9392,6.8887,6.6741,6.2962,5.7867,6.387,7.0815,5.7306,336.8792568071082,0.0590305,0.1042426782972477,5.9360156,8403.778,5698.1587,0
DR4_3_STRIPE82-0139_0023594,0.2248,0.2332,0.222,0.2225,0.2229,0.2235,0.2259,0.2301,0.2358,0.2291,0.2213,0.2364,1.267,8525_6325_STRIPE82-0139,16.7466,15.2962,18.4534,18.1619,18.1737,17.4169,16.4052,15.681,15.0203,15.7887,18.893,14.965,-28.0312,-27.4239,-28.2339,-28.1988,-28.167,-28.1261,-27.9523,-27.6462,-27.2335,-27.7198,-28.2823,-27.1881,10.6824,10.448,10.7606,10.7471,10.7348,10.719,10.6519,10.5338,10.3745,10.5622,10.7793,10.3569,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,245.4349,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,71.0284,-0.6052063861381899,0.004,0.0016,0.0054,0.0052,0.005,0.0047,0.0035,0.0017,0.0025,0.0021,0.0058,0.0027,0.0285,0.0106,0.0994,0.1066,0.1073,0.0567,0.0305,0.0126,0.0152,0.0144,0.0947,0.0161,0.2871,0.1111,0.3866,0.3692,0.3534,0.3333,0.2495,0.1236,0.1751,0.1484,0.4107,0.1947,0.4555,0.1839,0.6163,0.5881,0.5626,0.5301,0.3947,0.1942,0.2919,0.2328,0.6553,0.3239,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.1496,0.0625,0.2033,0.1939,0.1854,0.1745,0.1294,0.0634,0.0996,0.0758,0.2163,0.1104,0.6570425,2.9158134,0.03235569,0.009113331,0.2122519,0.24770032,0.24983582,0.106151715,0.046155803,0.010079702,0.014049432,0.009861221,0.2006899,0.009384174,STRIPE82-0139,4.733893,13.8725605,-0.605218284,336.865254928,17.09357,15.564369,18.754936,18.538822,18.527205,17.63367,16.633133,15.930229,15.3148,16.042507,19.201471,15.250097,3.9789,4.5137,3.8004,3.8314,3.8594,3.8954,4.0484,4.3179,4.6813,4.2531,3.7578,4.7213,336.8652815569454,0.0587394,0.1049929820795122,-63.02328,8495.293,6120.8413,0
DR4_3_STRIPE82-0139_0019154,0.7777,0.8233,0.7626,0.7652,0.7676,0.7706,0.7837,0.8066,0.8375,0.8011,0.7589,0.8409,1.21,9075_5225_STRIPE82-0139,16.8234,15.8499,17.8558,17.4436,17.5945,17.3352,16.5363,16.1074,15.7192,16.1793,18.2495,15.7193,-26.0356,-28.4921,-25.2156,-25.3577,-25.4865,-25.6519,-26.3549,-27.5927,-29.2619,-27.2952,-25.0201,-29.4458,13.7814,11.6148,14.5047,14.3793,14.2658,14.1198,13.4998,12.408,10.9358,12.6705,14.6772,10.7736,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,489.6616,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,311.2335,-0.7364488748661028,0.0119,0.0062,0.0168,0.016,0.0152,0.0142,0.01,0.0044,0.0103,0.0052,0.018,0.0114,0.0387,0.0173,0.1161,0.1113,0.1268,0.0966,0.0523,0.0189,0.027,0.02,0.1064,0.0255,3.2536,1.9021,4.606,4.3675,4.1527,3.8784,2.7516,1.3567,3.0184,1.5341,4.936,3.3113,0.4066,0.1674,0.5482,0.5234,0.5009,0.4723,0.3532,0.178,0.26,0.2116,0.5826,0.2879,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0395,0.0184,0.0538,0.0513,0.049,0.0461,0.0342,0.0174,0.0284,0.0204,0.0573,0.0313,0.2097444,1.2654133,0.042478275,0.019636577,0.20574862,0.15095961,0.13671626,0.10519082,0.06560823,0.020425772,0.0331043,0.020142734,0.14428157,0.023712363,STRIPE82-0139,10.950779,25.351053,-0.73653319,336.743963195,16.767113,15.794106,18.091522,17.365316,17.235085,16.994534,16.393135,16.10417,15.643867,16.228037,18.223682,15.658048,1.2938,1.2714,1.3013,1.3,1.2988,1.2973,1.2909,1.2796,1.2643,1.2823,1.3031,1.2626,336.7438609246849,0.0562874,0.4771396467439758,-77.36997,9289.963,5261.679,0
DR4_3_STRIPE82-0139_0020009,0.5193,0.5368,0.5135,0.5145,0.5154,0.5166,0.5216,0.5304,0.5422,0.5283,0.5121,0.5435,1.21,9075_5225_STRIPE82-0139,15.6466,14.2638,17.2124,16.9476,17.02,16.3011,15.3006,14.6131,14.0096,14.7158,17.6365,13.9637,-35.7575,-36.9105,-35.3727,-35.4394,-35.4998,-35.5775,-35.9074,-36.4884,-37.2718,-36.3487,-35.2809,-37.3581,18.7916,18.4554,18.9039,18.8844,18.8668,18.8441,18.7479,18.5785,18.3501,18.6192,18.9306,18.3249,220.234,220.234,220.234,220.234,220.234,220.234,220.234,220.234,220.234,220.234,220.234,220.234,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,372.7028,-0.7271102661865497,0.0043,0.0018,0.0058,0.0056,0.0053,0.005,0.0037,0.0018,0.0028,0.0022,0.0062,0.0031,0.019,0.0074,0.0614,0.0669,0.0709,0.0387,0.0208,0.0086,0.0107,0.0097,0.0576,0.0111,0.4046,0.1671,0.5487,0.5235,0.5006,0.4715,0.3502,0.1721,0.2655,0.2059,0.5837,0.2944,0.4361,0.1805,0.5914,0.5641,0.5395,0.5081,0.3775,0.1857,0.2865,0.2221,0.629,0.3177,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0494,0.0209,0.0672,0.064,0.0612,0.0576,0.0427,0.021,0.0333,0.025,0.0715,0.0369,0.50068676,2.002751,0.017515976,0.0064490014,0.0839,0.10891924,0.1468037,0.06977432,0.028151212,0.0068030413,0.009533512,0.0065723243,0.07710957,0.006640465,STRIPE82-0139,10.887888,28.997713,-0.727160603,336.785090656,15.731827,14.497264,17.047989,16.946564,17.24922,16.482533,15.402973,14.820438,14.206653,14.919801,17.470627,14.181847,2.9975,3.2648,2.9083,2.9238,2.9378,2.9558,3.0322,3.1669,3.3486,3.1346,2.887,3.3686,336.78503435292583,0.0567804,0.2718731921637507,-67.63387,9020.467,5322.8413,0
DR4_3_STRIPE82-0139_0018955,0.264,0.3282,0.2426,0.2463,0.2496,0.254,0.2723,0.3047,0.3483,0.2969,0.2374,0.3531,1.21,9075_5225_STRIPE82-0139,18.295,17.3222,19.4033,19.0426,18.7017,18.5345,18.0756,17.5589,17.1575,17.6483,19.7727,17.0578,-43.2814,-42.4618,-43.555,-43.5076,-43.4646,-43.4094,-43.1749,-42.7619,-42.2049,-42.8611,-43.6203,-42.1436,4.4363,4.9634,4.2604,4.2909,4.3185,4.354,4.5048,4.7704,5.1286,4.7066,4.2184,5.168,67.686,67.686,67.686,67.686,67.686,67.686,67.686,67.686,67.686,67.686,67.686,67.686,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,332.5733,-0.7332887705343151,0.0129,0.0071,0.0181,0.0172,0.0163,0.0153,0.011,0.0055,0.0111,0.0063,0.0193,0.0122,0.0491,0.0286,0.1405,0.1427,0.1097,0.0913,0.0661,0.0244,0.0421,0.0247,0.1258,0.0387,1.0835,0.6473,1.5362,1.4563,1.3844,1.2925,0.9157,0.4566,1.0226,0.5125,1.6467,1.1209,0.2092,0.1612,0.3003,0.284,0.2695,0.2509,0.1766,0.1068,0.2405,0.1093,0.3229,0.2609,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.1741,0.1123,0.2404,0.2286,0.218,0.2045,0.1501,0.0886,0.1644,0.0955,0.2568,0.1785,0.42157507,1.7288328,0.066212736,0.034620617,0.22163384,0.39358664,0.2872833,0.1868148,0.09257853,0.03142816,0.061174173,0.031259466,0.17706555,0.03803107,STRIPE82-0139,4.1367397,11.558032,-0.733248274,336.808358177,18.115507,17.279558,19.036491,19.273668,18.91203,18.48869,17.633059,17.438217,17.178234,17.567007,19.308035,17.034624,1.5301,2.092,1.3425,1.375,1.4044,1.4423,1.6031,1.8863,2.2681,1.8182,1.2977,2.3102,336.80841046240363,0.0557814,0.2380709421953061,-47.637077,8867.455,5282.4165,0
DR4_3_STRIPE82-0139_0018185,0.2201,0.2192,0.2204,0.2204,0.2203,0.2203,0.22,0.2195,0.2189,0.2196,0.2205,0.2188,1.21,9075_5225_STRIPE82-0139,18.3911,16.9519,20.1282,19.7295,20.4126,18.9536,18.0752,17.3049,16.7045,17.4187,20.4135,16.637,-26.7045,-26.5981,-26.74,-26.7338,-26.7282,-26.7211,-26.6906,-26.637,-26.5647,-26.6499,-26.7484,-26.5568,4.1574,5.0175,3.8703,3.9201,3.9651,4.0231,4.2692,4.7026,5.287,4.5984,3.8018,5.3514,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,58.6435,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,128.3727,-0.7644603797984033,0.0201,0.0083,0.0274,0.0262,0.025,0.0235,0.0174,0.0083,0.0134,0.0101,0.0292,0.0149,0.0775,0.0342,0.2768,0.2729,0.4867,0.1474,0.0809,0.0311,0.0473,0.0347,0.2352,0.0486,1.094,0.4536,1.4923,1.4224,1.3594,1.2787,0.9436,0.4518,0.7359,0.5443,1.5888,0.8169,0.4655,0.2985,0.6683,0.6325,0.6003,0.5591,0.3906,0.1954,0.4716,0.2148,0.7179,0.5162,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.6029,0.3527,0.8552,0.8107,0.7706,0.7195,0.5091,0.2485,0.562,0.2814,0.9167,0.6168,0.53512996,2.151139,0.07705514,0.02668107,0.6284394,0.3484807,2.0548472,0.21987514,0.12744361,0.028326701,0.044762306,0.026678026,0.27736595,0.03050307,STRIPE82-0139,3.2076426,9.660574,-0.764497745,336.80975815,18.442755,17.14704,20.33366,19.305159,21.21568,18.826138,18.132956,17.47314,16.989674,17.545538,19.957865,16.94659,3.6025,5.377,3.0102,3.1128,3.2058,3.3253,3.8331,4.7273,5.9331,4.5124,2.8689,6.0659,336.8097681263016,0.0570147,0.139225882932523,-65.97558,8858.546,5078.377,0
DR4_3_STRIPE82-0073_0020191,0.343,0.3753,0.3322,0.3341,0.3358,0.3379,0.3472,0.3634,0.3854,0.3595,0.3296,0.3878,1.248,825_5225_STRIPE82-0073,17.9666,16.632,19.3134,19.0568,19.2038,18.4414,17.6755,16.9553,16.3955,17.0632,19.8268,16.351,18.2238,17.0532,18.6146,18.5469,18.4855,18.4067,18.0717,17.4818,16.6863,17.6236,18.7078,16.5987,4.0421,4.3912,3.9256,3.9458,3.9641,3.9876,4.0875,4.2634,4.5006,4.2211,3.8978,4.5267,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.5146,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,101.4195,-0.7031716066468974,0.007,0.0038,0.0099,0.0094,0.0089,0.0083,0.0059,0.0027,0.0062,0.0032,0.0106,0.0068,0.0169,0.01,0.0837,0.0951,0.0923,0.0459,0.0222,0.0093,0.0161,0.0093,0.0868,0.0153,0.5093,0.2892,0.721,0.6837,0.6501,0.6072,0.4305,0.2069,0.4637,0.2368,0.7725,0.5095,0.0733,0.0490,0.1039,0.0985,0.0936,0.0874,0.0622,0.0344,0.0745,0.0370,0.1114,0.0812,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.07,0.0389,0.0978,0.0929,0.0885,0.0829,0.0597,0.0302,0.0610,0.0344,0.1046,0.0669,0.38931894,1.637516,0.02028657,0.011868659,0.13942893,0.17067194,0.17024106,0.07838452,0.03616976,0.012408235,0.022313755,0.011478584,0.13065554,0.017394876,STRIPE82-0073,3.8025134,8.893642,-0.703196452,51.72065577,18.003471,16.725254,19.19779,18.989962,19.106995,18.321608,17.652939,17.040327,16.452765,17.119888,19.620565,16.433203,1.7756,1.9774,1.7083,1.72,1.7305,1.7441,1.8019,1.9035,2.0406,1.8791,1.6922,2.0557,51.72063032636137,0.0374532,0.1280189972046522,72.20668,938.3828,5479.4,0
DR4_3_STRIPE82-0073_0014377,0.522,0.4808,0.5357,0.5334,0.5312,0.5284,0.5166,0.4959,0.4679,0.5009,0.539,0.4648,1.148,1375_4125_STRIPE82-0073,18.3081,17.3129,19.6022,19.3034,18.9095,18.7992,18.0821,17.5295,17.2141,17.6595,19.4774,17.0752,-49.4196,-56.325,-47.1147,-47.5141,-47.876,-48.3412,-50.3172,-53.7969,-58.4889,-52.9604,-46.5649,-59.0058,8.6300,8.7689,8.5836,8.5916,8.5989,8.6083,8.6480,8.7181,8.8125,8.7012,8.5725,8.8229,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.6988,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,101.3926,-0.9172451289986628,0.0101,0.0064,0.0144,0.0137,0.013,0.0121,0.0086,0.0044,0.0100,0.0048,0.0155,0.0109,0.038,0.026,0.1836,0.202,0.1281,0.1086,0.0522,0.0229,0.0467,0.0231,0.1084,0.0408,1.3579,0.8097,1.9168,1.8181,1.7293,1.6158,1.1511,0.5858,1.2684,0.6556,2.0535,1.3893,0.3151,0.2073,0.4444,0.4214,0.4008,0.3745,0.2680,0.1490,0.3141,0.1608,0.4762,0.3423,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0489,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0516,0.0309,0.0725,0.0688,0.0655,0.0612,0.0439,0.0229,0.0479,0.0255,0.0776,0.0524,0.3841049,1.6236532,0.04372563,0.035237033,0.2455987,0.24347824,0.16203062,0.22879662,0.08509518,0.03123398,0.061818086,0.032677155,0.14384808,0.057258345,STRIPE82-0073,6.5227656,15.761013,-0.917177716,51.693385356,18.343266,17.397186,19.291487,18.837353,18.50538,18.965172,18.0766,17.57364,17.02728,17.790321,19.200571,17.190903,1.1957,1.0908,1.2307,1.2247,1.2192,1.2121,1.1821,1.1292,1.0580,1.1419,1.2391,1.0501,51.693324914825375,0.0390924,0.3259284982020461,-48.491154,1117.3212,4078.115,0
DR4_3_STRIPE82-0073_0016917,0.7965,0.8177,0.7894,0.7906,0.7917,0.7932,0.7993,0.81,0.8244,0.8074,0.7877,0.8260,1.235,1375_4675_STRIPE82-0073,18.3629,17.0743,19.56,20.0939,19.4848,18.9194,18.1051,17.3544,16.8261,17.4823,20.1504,16.7752,-54.4861,-61.0703,-52.2884,-52.6692,-53.0142,-53.4578,-55.3419,-58.6598,-63.1336,-57.8622,-51.7641,-63.6265,3.9400,4.2647,3.8316,3.8504,3.8674,3.8893,3.9822,4.1458,4.3665,4.1065,3.8058,4.3908,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,310.7274,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,315.1899,-0.8199288843665669,0.0182,0.01,0.0243,0.0232,0.0222,0.021,0.0159,0.0094,0.0140,0.0104,0.0258,0.0152,0.0362,0.022,0.1226,0.2731,0.1411,0.0853,0.0417,0.0187,0.0333,0.0193,0.1349,0.0328,4.2364,2.596,5.9914,5.6813,5.402,5.0458,3.589,1.8535,4.0451,2.0557,6.421,4.426,0.1708,0.1197,0.2461,0.2327,0.2207,0.2054,0.1433,0.0773,0.1847,0.0820,0.2646,0.2014,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.1543,0.0923,0.2137,0.2032,0.1937,0.1816,0.1325,0.0734,0.1386,0.0810,0.2283,0.1512,0.18045491,1.2201891,0.035247337,0.020705521,0.1610743,0.590978,0.2516899,0.19698721,0.055927403,0.020894013,0.042612206,0.02008469,0.17249405,0.03117014,STRIPE82-0073,4.210879,10.700773,-0.819956074,51.648531509,18.468092,17.178675,19.21526,20.18989,19.369717,19.172302,17.978302,17.482195,16.988827,17.610014,19.787607,16.895336,2.24,2.6035,2.1187,2.1398,2.1588,2.1833,2.2873,2.4704,2.7173,2.4264,2.0898,2.7445,51.64849343646724,0.0364231,0.1684129513429837,-9.159101,1410.6807,4715.1904,0
DR4_3_STRIPE82-0073_0016804,0.459,0.4565,0.4598,0.4597,0.4595,0.4594,0.4587,0.4574,0.4557,0.4577,0.46,0.4555,1.235,1375_4675_STRIPE82-0073,17.6634,16.4465,18.7787,18.8919,18.4915,18.0748,17.3687,16.7526,16.2711,16.8411,19.1533,16.2103,58.6992,59.0588,58.5792,58.6,58.6188,58.6431,58.746,58.9272,59.1715,58.8836,58.5506,59.1984,7.7229,7.5868,7.7683,7.7604,7.7533,7.7441,7.7052,7.6366,7.5442,7.6531,7.7791,7.534,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,57.6053,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,272.0457,-0.8265463007627362,0.0047,0.0029,0.0068,0.0064,0.0061,0.0057,0.0039,0.0018,0.0047,0.0021,0.0073,0.0052,0.016,0.0099,0.0758,0.123,0.0757,0.0497,0.0236,0.0094,0.0174,0.0091,0.0687,0.0153,0.5064,0.3021,0.7161,0.6791,0.6458,0.6032,0.4288,0.2164,0.4749,0.2425,0.7674,0.5204,0.0981,0.0622,0.1386,0.1314,0.1250,0.1168,0.0832,0.0445,0.0957,0.0486,0.1486,0.1045,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0213,0.0132,0.03,0.0284,0.027,0.0253,0.0181,0.0096,0.0203,0.0106,0.0321,0.0222,0.43850452,1.7809582,0.021128673,0.013285464,0.10938642,0.15500277,0.12932616,0.07915807,0.040383637,0.013778396,0.029662453,0.012918662,0.09870782,0.021451293,STRIPE82-0073,6.170271,13.945205,-0.826543832,51.687159744,17.647013,16.438704,18.516104,18.470499,18.38551,17.924852,17.366772,16.76785,16.342937,16.864119,18.89732,16.239796,0.8459,0.9572,0.8088,0.8152,0.821,0.8285,0.8604,0.9164,0.9920,0.9029,0.7999,1.0003,51.68711612736352,0.0370209,0.1572549018109368,31.29067,1157.8771,4671.833,0
