source_folder,source_file,CHI2NU,ID_1,Field_ID,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,ID_gal,ra_2,dec_2,z,Norder_,Dir_,Npix_,ID_2,RA_2a,DEC_2a,Field,X,Y,THETA,A,B,ELONGATION,ELLIPTICITY,FLUX_RADIUS_50,FLUX_RADIUS_90,r_auto,e_r_auto,g_auto,e_g_auto,i_auto,e_i_auto,z_auto,e_z_auto,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,J0515_auto,e_J0515_auto,J0660_auto,e_J0660_auto,J0861_auto,e_J0861_auto,_dist_arcsec
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.28,DR4_3_STRIPE82-0027_0045859,8525_9625_STRIPE82-0027,89.2996,0.0091,341.6156,0.0117,3.3382,0.0272,17.4506,0.0091,1.2778,0.0239,0.6298,0.0038,5.2185,0.5764,89.2996,0.0091,341.6156,0.0117,3.2059,0.0654,19.022,0.079,1.0586,0.0628,0.6467,0.01,6.8842,1.594,89.2996,0.0091,341.6156,0.0117,3.215,0.0619,18.7168,0.0891,1.0736,0.0595,0.6455,0.0094,6.7704,1.5107,89.2996,0.0091,341.6156,0.0117,3.2232,0.0588,18.6795,0.0510,1.0871,0.0564,0.6445,0.009,6.6673,1.4358,89.2996,0.0091,341.6156,0.0117,3.2337,0.0549,18.3455,0.0545,1.1046,0.0526,0.6431,0.0084,6.5348,1.3404,89.2996,0.0091,341.6156,0.0117,3.2784,0.0396,17.8917,0.0216,1.1787,0.0373,0.6375,0.0061,5.9717,0.9547,89.2996,0.0091,341.6156,0.0117,3.3572,0.0273,17.4297,0.0093,1.3092,0.0235,0.6274,0.0036,4.9802,0.5415,89.2996,0.0091,341.6156,0.0117,3.4633,0.0559,17.0204,0.0204,1.4851,0.0511,0.6139,0.0073,3.6432,1.1662,89.2996,0.0091,341.6156,0.0117,3.2581,0.0462,18.0964,0.0139,1.1450,0.0440,0.64,0.0071,6.2275,1.125,89.2996,0.0091,341.6156,0.0117,3.4144,0.0391,17.1636,0.0114,1.4040,0.0347,0.6202,0.005,4.2598,0.7726,89.2996,0.0091,341.6156,0.0117,3.4750,0.0603,16.9065,0.018,1.5045,0.0553,0.6125,0.0079,3.4959,1.2693,89.2996,0.0091,341.6156,0.0117,3.1935,0.0702,19.3855,0.0548,1.0380,0.0675,0.6482,0.0107,7.0409,1.7097,525777,17.991560318,-0.059711242,0.0436535,0,0,4,DR4_3_STRIPE82-0027_0045859,17.991513106051546,-0.0596931848114117,STRIPE82-0027,8339.386,9691.763,86.8728,5.523169E-4,4.274449E-4,1.2921652,0.2261051,3.565639,7.877709,17.427094,0.012372191,18.03051,0.015568917,17.158344,0.013884823,17.012772,0.025100728,19.465584,0.093181714,19.070126,0.13275555,19.1068,0.21161143,18.689226,0.09803757,18.277847,0.08826858,17.813293,0.036955766,17.400896,0.013093744,17.059193,0.03352199,0.1819702151388817
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.146,DR4_3_STRIPE82-0027_0032949,9075_7975_STRIPE82-0027,100.9308,0.027,101.6337,0.015,6.6552,0.0505,17.4203,0.0108,0.8458,0.0127,0.467,0.0025,82.6306,0.3332,100.9308,0.027,101.6337,0.015,7.0033,0.1408,19.2495,0.1264,0.7819,0.0357,0.432,0.008,82.0684,0.8985,100.9308,0.027,101.6337,0.015,6.9795,0.1335,18.9879,0.1477,0.7862,0.0338,0.4344,0.0076,82.1068,0.8509,100.9308,0.027,101.6337,0.015,6.958,0.1268,18.9866,0.0900,0.7902,0.0321,0.4366,0.0072,82.1416,0.8083,100.9308,0.027,101.6337,0.015,6.9303,0.1184,18.4786,0.0804,0.7953,0.0300,0.4393,0.0067,82.1864,0.754,100.9308,0.027,101.6337,0.015,6.8126,0.0843,17.8654,0.0284,0.8169,0.0212,0.4512,0.0046,82.3764,0.5362,100.9308,0.027,101.6337,0.015,6.6053,0.0472,17.332,0.0107,0.8550,0.0119,0.4719,0.0024,82.7111,0.3205,100.9308,0.027,101.6337,0.015,6.3259,0.102,16.8785,0.0231,0.9063,0.0263,0.5000,0.0063,83.1624,0.6929,100.9308,0.027,101.6337,0.015,6.866,0.0994,18.0997,0.0167,0.8071,0.0251,0.4458,0.0055,82.2901,0.6319,100.9308,0.027,101.6337,0.015,6.4548,0.0673,17.0944,0.0123,0.8826,0.0173,0.4871,0.004,82.9542,0.4655,100.9308,0.027,101.6337,0.015,6.2951,0.1111,16.8427,0.0204,0.9119,0.0286,0.5031,0.0068,83.2121,0.7522,100.9308,0.027,101.6337,0.015,7.0361,0.1510,19.5133,0.0800,0.7759,0.0383,0.4287,0.0087,82.0155,0.9645,426784,17.911415466,-0.281581563,0.0450766,0,0,4,DR4_3_STRIPE82-0027_0032949,17.91134093085778,-0.281502941887014,STRIPE82-0027,8864.059,8239.729,9.838895,8.7668386E-4,4.8927363E-4,1.7918144,0.44190645,5.3225174,11.216733,17.437891,0.014847529,18.140045,0.02055655,17.073849,0.015772806,16.829517,0.026692487,19.40373,0.1106644,19.341211,0.21647055,19.2833,0.31356996,18.881996,0.14238657,18.377422,0.11715109,17.788513,0.04378773,17.320786,0.014713253,16.876,0.035691768,0.3900086661927677
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.226,DR4_3_STRIPE82-0027_0033303,9075_7975_STRIPE82-0027,101.0885,0.0068,101.4704,0.0075,4.8326,0.1104,17.1047,0.0186,4.1837,0.0833,0.8051,0.0073,-37.7978,1.3667,101.0885,0.0068,101.4704,0.0075,5.9322,0.33,18.8144,0.0983,4.4778,0.2568,0.8284,0.0219,-45.4226,4.1188,101.0885,0.0068,101.4704,0.0075,5.857,0.3134,18.8536,0.1438,4.4577,0.2431,0.8268,0.0207,-44.9016,3.9035,101.0885,0.0068,101.4704,0.0075,5.789,0.2985,18.5167,0.0678,4.4395,0.2307,0.8253,0.0197,-44.4296,3.7095,101.0885,0.0068,101.4704,0.0075,5.7015,0.2793,18.0003,0.0633,4.4161,0.2149,0.8235,0.0183,-43.8228,3.4619,101.0885,0.0068,101.4704,0.0075,5.3298,0.2003,17.4430,0.0303,4.3167,0.1504,0.8156,0.0128,-41.2455,2.4466,101.0885,0.0068,101.4704,0.0075,4.6753,0.0937,17.055,0.0172,4.1416,0.0759,0.8018,0.0067,-36.7068,1.2232,101.0885,0.0068,101.4704,0.0075,3.7928,0.1952,16.7029,0.0313,3.9055,0.1813,0.7831,0.0158,-30.5867,2.7768,101.0885,0.0068,101.4704,0.0075,5.4986,0.2357,17.7236,0.0281,4.3618,0.1791,0.8192,0.0153,-42.4162,2.8984,101.0885,0.0068,101.4704,0.0075,4.1998,0.1199,16.8441,0.0186,4.0144,0.1151,0.7917,0.0101,-33.4093,1.759,101.0885,0.0068,101.4704,0.0075,3.6956,0.2153,16.661,0.0334,3.8795,0.1984,0.7811,0.0172,-29.9125,3.0425,101.0885,0.0068,101.4704,0.0075,6.0356,0.3529,19.2460,0.0752,4.5055,0.2758,0.8305,0.0235,-46.1397,4.417,426785,17.917795155,-0.294419464,0.0444125,0,0,4,DR4_3_STRIPE82-0027_0033303,17.917727239266476,-0.2943468327851578,STRIPE82-0027,8822.244,8155.6533,-35.843338,6.927812E-4,6.3871883E-4,1.0847094,0.078094125,4.40919,13.367609,17.211374,0.014178833,17.870422,0.018881222,16.939219,0.016421383,16.73484,0.028951867,19.53317,0.1453812,19.289139,0.24117126,18.584217,0.19408621,18.466282,0.11473972,17.982218,0.096463025,17.596659,0.04340867,17.158133,0.014878859,16.642775,0.034117214,0.3579732270991679
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.158,DR4_3_STRIPE82-0028_0000424,8525_1375_STRIPE82-0028,455.569,0.0074,62.6683,0.0067,2.6884,0.0157,16.9097,0.0077,1.0953,0.0193,0.8525,0.0046,-51.1641,1.6035,455.569,0.0074,62.6683,0.0067,2.4668,0.0336,18.1388,0.0375,0.9364,0.0485,0.8412,0.0117,-68.0045,3.8802,455.569,0.0074,62.6683,0.0067,2.482,0.0319,17.7755,0.0420,0.9472,0.0460,0.8419,0.0111,-66.8539,3.6796,455.569,0.0074,62.6683,0.0067,2.4957,0.0304,17.7041,0.0322,0.9571,0.0438,0.8426,0.0106,-65.8115,3.5,455.569,0.0074,62.6683,0.0067,2.5133,0.0284,17.5259,0.0251,0.9697,0.0409,0.8435,0.0099,-64.4713,3.2726,455.569,0.0074,62.6683,0.0067,2.5882,0.0211,17.1775,0.0168,1.0234,0.0295,0.8474,0.0071,-58.7788,2.3741,455.569,0.0074,62.6683,0.0067,2.7201,0.0159,16.9117,0.0083,1.1180,0.0187,0.8541,0.0044,-48.7544,1.5775,455.569,0.0074,62.6683,0.0067,2.898,0.0301,16.5973,0.0172,1.2456,0.0379,0.8632,0.0091,-35.2374,3.1511,455.569,0.0074,62.6683,0.0067,2.5542,0.0242,17.4155,0.0115,0.9990,0.0345,0.8456,0.0083,-61.3645,2.7651,455.569,0.0074,62.6683,0.0067,2.816,0.0218,16.6869,0.0098,1.1867,0.0261,0.859,0.0062,-41.4714,2.1978,455.569,0.0074,62.6683,0.0067,2.9176,0.0323,16.5277,0.0147,1.2596,0.0410,0.8642,0.0098,-33.7483,3.4015,455.569,0.0074,62.6683,0.0067,2.4460,0.0360,18.3845,0.0307,0.9214,0.0520,0.8401,0.0126,-69.5884,4.1595,427711,17.935590401,0.037236539,0.0444387,0,0,4,DR4_3_STRIPE82-0028_0000424,17.9355617917668,0.0373003453162817,STRIPE82-0028,8705.675,1162.645,-65.47594,5.122975E-4,4.8136717E-4,1.0641949,0.060322523,3.3985722,8.722245,16.84655,0.012875041,17.329367,0.018157862,16.643568,0.015382809,16.514008,0.024600424,18.380297,0.06486987,18.200851,0.09102513,17.803135,0.09787616,17.586401,0.067174844,17.30879,0.047324784,17.027014,0.03247801,16.864796,0.014688101,16.488262,0.031387605,0.2517358755196842
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.204,DR4_3_STRIPE82-0029_0025511,1375_5225_STRIPE82-0029,446.5095,0.0092,33.7302,0.0085,10.0854,0.0295,15.2856,0.0035,1.1884,0.0037,0.9158,0.0012,77.1194,0.8275,446.5095,0.0092,33.7302,0.0085,9.6884,0.0613,16.6492,0.0161,0.8387,0.0075,0.9158,0.0029,79.3189,1.9488,446.5095,0.0092,33.7302,0.0085,9.7155,0.0581,16.2967,0.0192,0.8626,0.0071,0.9158,0.0028,79.1686,1.85,446.5095,0.0092,33.7302,0.0085,9.7401,0.0552,16.2331,0.0155,0.8843,0.0067,0.9158,0.0026,79.0325,1.7616,446.5095,0.0092,33.7302,0.0085,9.7717,0.0515,15.9479,0.0119,0.9121,0.0063,0.9158,0.0025,78.8574,1.6496,446.5095,0.0092,33.7302,0.0085,9.9059,0.0379,15.5836,0.0077,1.0303,0.0047,0.9158,0.0018,78.114,1.2081,446.5095,0.0092,33.7302,0.0085,10.1422,0.0308,15.2423,0.0039,1.2385,0.0039,0.9158,0.0012,76.8047,0.8107,446.5095,0.0092,33.7302,0.0085,10.4608,0.0606,14.9105,0.0068,1.5192,0.0075,0.9159,0.0024,75.0393,1.5628,446.5095,0.0092,33.7302,0.0085,9.8449,0.0436,15.8044,0.005,0.9766,0.0054,0.9158,0.0021,78.4517,1.4001,446.5095,0.0092,33.7302,0.0085,10.3139,0.044,15.018,0.0043,1.3897,0.0055,0.9158,0.0016,75.8535,1.1,446.5095,0.0092,33.7302,0.0085,10.4959,0.0649,14.8756,0.0063,1.5501,0.0080,0.9159,0.0026,74.8448,1.6853,446.5095,0.0092,33.7302,0.0085,9.6510,0.0659,16.8799,0.0133,0.8059,0.0080,0.9158,0.0031,79.5258,2.0866,425818,20.446685669,-0.778860671,0.0538644,0,0,4,DR4_3_STRIPE82-0029_0025511,20.44663221171929,-0.7789818440928701,STRIPE82-0029,1546.5234,4983.244,25.411312,0.0012020294,0.0011265539,1.0670172,0.06280792,9.069769,17.807985,15.411654,0.0052248007,15.8851595,0.0068774167,15.180997,0.0058480394,15.03417,0.009286813,17.016396,0.024341619,16.730253,0.028897537,16.36472,0.034658074,16.30832,0.02790259,16.03311,0.020789482,15.699629,0.0132632945,15.369681,0.0055771307,15.071407,0.010387902,0.476780161623394
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.178,DR4_3_STRIPE82-0029_0026563,1375_5225_STRIPE82-0029,101.8884,0.004,101.2558,0.0049,7.129,0.2213,16.5784,0.0158,8.5412,0.1879,0.202,0.002,-17.7618,0.122,101.8884,0.004,101.2558,0.0049,6.7002,0.6091,19.1276,0.0714,6.6866,0.5100,0.2348,0.0057,-18.2261,0.3428,101.8884,0.004,101.2558,0.0049,6.7295,0.5778,18.7656,0.0805,6.8133,0.4836,0.2325,0.0054,-18.1943,0.3262,101.8884,0.004,101.2558,0.0049,6.756,0.5497,18.7205,0.0659,6.9281,0.4598,0.2305,0.0052,-18.1656,0.3113,101.8884,0.004,101.2558,0.0049,6.7902,0.5139,18.1440,0.0484,7.0757,0.4297,0.2279,0.0049,-18.1286,0.2922,101.8884,0.004,101.2558,0.0049,6.9351,0.3685,17.1207,0.0280,7.7026,0.3076,0.2168,0.0035,-17.9717,0.2132,101.8884,0.004,101.2558,0.0049,7.1903,0.2042,16.5097,0.0146,8.8066,0.1762,0.1973,0.0017,-17.6953,0.1032,101.8884,0.004,101.2558,0.0049,7.5345,0.4257,15.9531,0.0231,*10.2952*,*0.3699*,0.1710,0.0033,-17.3227,0.1878,101.8884,0.004,101.2558,0.0049,6.8693,0.4328,17.4975,0.0305,7.4179,0.3615,0.2218,0.0041,-18.043,0.2486,101.8884,0.004,101.2558,0.0049,7.3758,0.2809,16.1435,0.0166,9.6087,0.2464,0.1831,0.002,-17.4945,0.1171,101.8884,0.004,101.2558,0.0049,7.5724,0.4640,15.8499,0.0246,*10.4592*,*0.4024*,0.1681,0.0036,-17.2816,0.2074,101.8884,0.004,101.2558,0.0049,6.6599,0.6525,19.3686,0.0683,6.5122,0.5466,0.2379,0.0061,-18.2697,0.3657,425817,20.432870852,-0.739285432,0.0541128,0,0,4,DR4_3_STRIPE82-0029_0026563,20.43282178928948,-0.7392541577949694,STRIPE82-0029,1636.8878,5243.3066,-73.999695,7.630897E-4,3.494013E-4,2.183761,0.54207444,3.090566,9.082094,16.94309,0.008272901,17.810661,0.014847914,16.52762,0.0077854726,16.241507,0.010611213,19.547626,0.103758596,19.388971,0.14367875,18.88646,0.15116863,18.875902,0.12655233,18.427668,0.08108127,17.459368,0.029762184,16.852314,0.009828659,16.297522,0.014451638,0.209445288080601
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.233,DR4_3_STRIPE82-0029_0026675,1925_5225_STRIPE82-0029,38.1745,0.0118,277.8333,0.0147,7.155,0.0219,16.261,0.0049,0.6158,0.0030,0.7923,0.0019,10.6558,0.457,38.1745,0.0118,277.8333,0.0147,7.4251,0.0474,17.6458,0.0259,0.3643,0.0075,0.7975,0.0044,10.2074,1.0743,38.1745,0.0118,277.8333,0.0147,7.4067,0.045,17.1707,0.0281,0.3815,0.0071,0.7971,0.0042,10.2381,1.0196,38.1745,0.0118,277.8333,0.0147,7.3899,0.0428,17.1958,0.0244,0.3971,0.0067,0.7968,0.004,10.2658,0.9707,38.1745,0.0118,277.8333,0.0147,7.3684,0.04,16.9533,0.0192,0.4171,0.0062,0.7964,0.0037,10.3015,0.9088,38.1745,0.0118,277.8333,0.0147,7.2771,0.0294,16.5329,0.0116,0.5021,0.0042,0.7947,0.0028,10.4531,0.665,38.1745,0.0118,277.8333,0.0147,7.1163,0.0223,16.2316,0.0055,0.6518,0.0033,0.7916,0.0019,10.72,0.4492,38.1745,0.0118,277.8333,0.0147,6.8995,0.0432,15.9096,0.0097,0.8537,0.0078,0.7875,0.0036,11.0798,0.8697,38.1745,0.0118,277.8333,0.0147,7.3186,0.034,16.7649,0.0068,0.4635,0.0050,0.7954,0.0032,10.3842,0.7709,38.1745,0.0118,277.8333,0.0147,6.9995,0.0311,16.0261,0.0058,0.7606,0.0054,0.7894,0.0026,10.9139,0.6125,38.1745,0.0118,277.8333,0.0147,6.8756,0.0463,15.8821,0.0087,0.8760,0.0084,0.7870,0.0039,11.1195,0.9377,38.1745,0.0118,277.8333,0.0147,7.4505,0.0509,17.9620,0.0229,0.3407,0.0082,0.798,0.0047,10.1653,1.1505,425816,20.424961507,-0.741691956,0.0537076,0,0,4,DR4_3_STRIPE82-0029_0026675,20.425026898610213,-0.7415480281101997,STRIPE82-0029,1687.9119,5228.2983,76.23244,8.881462E-4,7.2916865E-4,1.217979,0.17896777,6.520259,12.075189,16.30509,0.008296163,16.79438,0.011067678,16.093039,0.009543341,15.955523,0.015236102,17.923368,0.038545,17.57948,0.043680046,17.108622,0.047677428,17.122757,0.040674333,16.954893,0.03344121,16.552162,0.02005687,16.281614,0.008790243,15.94138,0.01588978,0.5691027725940665
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.163,DR4_3_STRIPE82-0029_0025151,2475_5225_STRIPE82-0029,102.2587,0.0124,101.6476,0.006,10.8458,0.0317,15.8649,0.0042,1.0246,0.0043,0.4222,0.0007,-68.2778,0.0946,102.2587,0.0124,101.6476,0.006,11.9595,0.0814,17.4405,0.0246,0.7520,0.0094,0.398,0.0017,-66.2333,0.2318,102.2587,0.0124,101.6476,0.006,11.8834,0.0772,17.0743,0.0285,0.7706,0.0089,0.3996,0.0016,-66.373,0.22,102.2587,0.0124,101.6476,0.006,11.8145,0.0735,16.9271,0.0219,0.7875,0.0085,0.4011,0.0016,-66.4995,0.2095,102.2587,0.0124,101.6476,0.006,11.7258,0.0687,16.6303,0.0165,0.8092,0.0080,0.4031,0.0015,-66.6622,0.1961,102.2587,0.0124,101.6476,0.006,11.3494,0.0495,16.2288,0.0102,0.9013,0.0059,0.4112,0.0011,-67.3533,0.1427,102.2587,0.0124,101.6476,0.006,10.6864,0.0304,15.8112,0.0046,1.0636,0.0043,0.4256,0.0007,-68.5704,0.0914,102.2587,0.0124,101.6476,0.006,9.7925,0.0618,15.4443,0.0077,1.2824,0.0082,0.4450,0.0013,-70.2114,0.1792,102.2587,0.0124,101.6476,0.006,11.5204,0.0579,16.4409,0.0065,0.8595,0.0068,0.4075,0.0012,-67.0394,0.166,102.2587,0.0124,101.6476,0.006,10.2048,0.0422,15.578,0.0048,1.1815,0.0059,0.4361,0.0009,-69.4546,0.1243,102.2587,0.0124,101.6476,0.006,9.6940,0.0670,15.4055,0.0072,1.3065,0.0088,0.4472,0.0014,-70.3922,0.1937,102.2587,0.0124,101.6476,0.006,12.0643,0.0873,17.6685,0.0204,0.7264,0.0101,0.3957,0.0019,-66.041,0.2482,425815,20.330937392,-0.780629497,0.0538736,0,0,4,DR4_3_STRIPE82-0029_0025151,20.330944564150677,-0.7806974308807356,STRIPE82-0029,2303.7527,4972.113,-23.043674,0.0014501407,6.342945E-4,2.2864687,0.56264436,7.4757876,17.76239,15.903313,0.0057793213,16.45098,0.008065757,15.638432,0.0062780525,15.444645,0.009495647,17.685698,0.03356807,17.383017,0.03961019,17.020824,0.047401328,16.910782,0.036496118,16.625977,0.026962703,16.258312,0.016748065,15.831669,0.006540062,15.475302,0.011470773,0.2459209076778006
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.172,DR4_3_STRIPE82-0029_0030955,2475_5775_STRIPE82-0029,118.9531,0.0038,519.5755,0.0036,6.7821,0.2234,16.219,0.0145,7.8983,0.1543,0.8025,0.0041,82.4397,0.7215,118.9531,0.0038,519.5755,0.0036,4.7064,0.447,18.7038,0.0646,4.9611,0.3248,0.8131,0.011,85.3333,2.1955,118.9531,0.0038,519.5755,0.0036,4.8482,0.422,18.4690,0.0712,5.1618,0.3081,0.8124,0.0105,85.1356,2.0828,118.9531,0.0038,519.5755,0.0036,4.9767,0.3997,18.3148,0.0576,5.3436,0.2933,0.8117,0.01,84.9565,1.9811,118.9531,0.0038,519.5755,0.0036,5.1419,0.3719,17.6650,0.0430,5.5774,0.2746,0.8109,0.0094,84.7262,1.8512,118.9531,0.0038,519.5755,0.0036,5.8435,0.2698,16.7807,0.0236,6.5702,0.2034,0.8073,0.0069,83.7481,1.3156,118.9531,0.0038,519.5755,0.0036,7.0791,0.2411,16.1349,0.0149,8.3185,0.1578,0.8009,0.0037,82.0257,0.6246,118.9531,0.0038,519.5755,0.0036,8.7452,0.4915,15.5425,0.0218,*10.6760*,*0.3008*,0.7924,0.0067,79.7031,1.3812,118.9531,0.0038,519.5755,0.0036,5.5248,0.3122,17.1198,0.0274,6.1192,0.2337,0.8089,0.008,84.1924,1.5547,118.9531,0.0038,519.5755,0.0036,7.9768,0.3577,15.7448,0.0182,9.5887,0.2184,0.7963,0.0044,80.7742,0.8563,118.9531,0.0038,519.5755,0.0036,8.9287,0.5254,15.4525,0.0225,*10.9357*,*0.3223*,0.7915,0.0073,79.4472,1.5193,118.9531,0.0038,519.5755,0.0036,4.5112,0.4823,19.1255,0.0704,4.6849,0.3482,0.8141,0.0117,85.6055,2.3515,525670,20.328661115,-0.620700126,0.0547044,0,0,4,DR4_3_STRIPE82-0029_0030955,20.32859616490057,-0.6206847731269105,STRIPE82-0029,2319.0151,6019.5083,18.542992,6.376607E-4,6.148115E-4,1.037199,0.03586495,3.3933408,10.069792,16.641148,0.007543516,17.454527,0.013005935,16.241728,0.007231383,16.017885,0.010480826,19.184282,0.085496314,18.845707,0.097401604,18.588001,0.12823357,18.46781,0.09686206,17.901302,0.055389687,17.12024,0.02388503,16.572287,0.008486996,16.064997,0.0129386075,0.2402506082020807
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.467,DR4_3_STRIPE82-0029_0034136,2475_6325_STRIPE82-0029,180.784,0.0015,468.4966,0.0015,122.7453,0.743,12.0882,0.004,7.1023,0.0128,0.709,0.0004,45.2845,0.063,180.784,0.0015,468.4966,0.0015,149.7701,1.7848,14.0443,0.0098,7.1871,0.0307,0.7077,0.001,47.1926,0.1886,180.784,0.0015,468.4966,0.0015,147.9235,1.7064,13.8950,0.0119,7.1813,0.0293,0.7078,0.001,47.0622,0.1789,180.784,0.0015,468.4966,0.0015,146.2508,1.6358,13.5419,0.0090,7.1761,0.0280,0.7079,0.0009,46.9441,0.1702,180.784,0.0015,468.4966,0.0015,144.1001,1.5456,13.2681,0.0079,7.1693,0.0264,0.708,0.0009,46.7923,0.1591,180.784,0.0015,468.4966,0.0015,134.9651,1.1739,12.5784,0.0058,7.1407,0.0198,0.7084,0.0007,46.1473,0.1134,180.784,0.0015,468.4966,0.0015,118.8784,0.645,11.9807,0.0037,7.0902,0.0116,0.7092,0.0004,45.0114,0.055,180.784,0.0015,468.4966,0.0015,97.187,0.8784,11.701,0.0052,7.0221,0.0187,0.7103,0.0006,43.4798,0.1195,180.784,0.0015,468.4966,0.0015,139.1144,1.3399,12.8098,0.0057,7.1537,0.0228,0.7082,0.0008,46.4402,0.1338,180.784,0.0015,468.4966,0.0015,107.1909,0.6098,11.7933,0.0035,7.0535,0.0131,0.7098,0.0004,44.1862,0.0748,180.784,0.0015,468.4966,0.0015,94.7973,0.9627,11.6151,0.0058,7.0146,0.0203,0.7104,0.0006,43.3111,0.1313,180.784,0.0015,468.4966,0.0015,152.3118,1.8933,14.5881,0.0101,7.1951,0.0327,0.7076,0.0011,47.3721,0.202,525667,20.322619478,-0.553302679,0.0549825,0,0,4,DR4_3_STRIPE82-0029_0034136,20.322458232709568,-0.5532056126446748,STRIPE82-0029,2359.146,6461.211,73.46204,0.0027321514,0.0017767536,1.5377313,0.34969133,20.436687,39.25329,15.352355,0.0070718834,16.096611,0.01178605,15.004255,0.0073155323,14.791159,0.0111457575,17.140642,0.04460816,17.104637,0.067242414,16.947315,0.09649071,16.494537,0.05364256,16.462816,0.049493656,15.962711,0.026623048,15.30812,0.008150091,14.879902,0.013990667,0.6775224565208522
